Headline,Primary,Secondary,Date,Day,Month,Year,Sentiment,SentimentPolarity,Emotion,Url
 How Nigerians came to my aid after I begged Davido for N1m -Physically challenged viewing centre operator ,Power,Youth Development,12-6-22,12,6,2022,Neutral,0.0,anticipation,https://punchng.com/video-how-nigerians-came-to-my-aid-after-i-begged-davido-for-n1m-physically-challenged-viewing-centre-operator/
 Osun 2022: INEC'll be fair votes'll count REC says ,Youth Development,Education,12-6-22,12,6,2022,Positive,0.7,anticipation,https://punchng.com/osun-2022-inecll-be-fair-votesll-count-rec-says/
 Why depression suicides are rampant -Expert ,Crime,Information and Culture,12-6-22,12,6,2022,Neutral,0.0,sadness,https://punchng.com/why-depression-suicides-are-rampant-expert/
 Cross River Speaker calls for mass voter registration ,Education,Power,12-6-22,12,6,2022,Neutral,0.0,anticipation,https://punchng.com/cross-river-speaker-calls-for-mass-voter-registration/
 PDP left bitter pills for South East say Igbo elders ,Politics,Power,12-6-22,12,6,2022,Negative,-0.1,anticipation,https://punchng.com/pdp-left-bitter-pills-for-south-east-say-igbo-elders/
 Owo and the price of ideals ,Education,Power,12-6-22,12,6,2022,Neutral,0.0,0,https://punchng.com/owo-and-the-price-of-ideals/
 Annulling June 12 election was last straw any democrat could take – Ex-CDS Akinrinade ,Politics,Legislative,12-6-22,12,6,2022,Neutral,0.0,0,https://punchng.com/annulling-june-12-election-was-last-straw-any-democrat-could-take-ex-cds-akinrinade/
 Sports ministry disrespected me – D'Tigress coach Hughley ,Sports,Education,12-6-22,12,6,2022,Neutral,0.0,trust,https://punchng.com/sports-ministry-disrespected-me-dtigress-coach-hughley/
 Declare your assets shun vote-buying SERAP urges Atiku Tinubu others ,Power,Finance,12-6-22,12,6,2022,Neutral,0.0,anticipation,https://punchng.com/declare-your-assets-shun-vote-buying-serap-urges-atiku-tinubu-others/
 Environmentalists in Kwara resolve to tackle climate change ,Environment,Politics,12-6-22,12,6,2022,Neutral,0.0,anger,https://punchng.com/environmentalists-in-kwara-resolve-to-tackle-climate-change/
 Killers of Catholic Church members will regret action  –Olowo of Owo Oba Ogunoye ,Education,Youth Development,12-6-22,12,6,2022,Neutral,0.1,sadness,https://punchng.com/killers-of-catholic-church-members-will-regret-action-olowo-of-owo-oba-ogunoye/
 2023: Ebonyi not banana republic PDP gov aspirant tells opponent ,Politics,Power,12-6-22,12,6,2022,Neutral,0.0,sadness,https://punchng.com/2023-ebonyi-not-banana-republic-pdp-gov-aspirant-tells-opponent/
 Nigeria repays five oil firms’ $3.7bn debt owes $972m ,Finance,Education,12-6-22,12,6,2022,Neutral,0.0,sadness,https://punchng.com/nigeria-repays-five-oil-firms-3-7bn-debt-owes-972m/
 Remarkable June 12 fighters ,Sports,Aviation,12-6-22,12,6,2022,Positive,0.8,0,https://punchng.com/remarkable-june-12-fighters/
 Nations League: Modric penalty gives Croatia victory in France ,Sports,Youth Development,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/nations-league-modric-penalty-gives-croatia-victory-in-france/
 Bayern confirm Ryan Gravenberch signing from Ajax ,Youth Development,Finance,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/bayern-confirm-ryan-gravenberch-signing-from-ajax/
 Ebonyi people won't vote for Labour Party in 2023 says Umahi ,Politics,Youth Development,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/ebonyi-people-wont-vote-for-labour-party-in-2023-says-umahi/
 APC chieftain seeks Tinubu's intervention in Adamawa's crisis ,Power,Education,13-6-22,13,6,2022,Neutral,0.0,anticipation,https://punchng.com/apc-chieftain-seeks-tinubus-intervention-in-adamawas-crisis/
 Accord Party candidate promises to pay Osun retirees in six months ,Education,Health,13-6-22,13,6,2022,Neutral,0.0,anticipation,https://punchng.com/accord-party-candidate-promises-to-pay-osun-retirees-in-six-months/
 Zoning running mate to North-East'll neutralise Atiku’s chances APC youths say ,Environment,Education,13-6-22,13,6,2022,Neutral,0.0,anticipation,https://punchng.com/zoning-running-mate-to-north-eastll-neutralise-atikus-chances-apc-youths-say/
 Security agents foil kidnap attempt kill bandit along Abuja-Kaduna road ,Youth Development,Crime,13-6-22,13,6,2022,Neutral,0.0,sadness,https://punchng.com/security-agents-foil-kidnap-attempt-kill-bandit-along-abuja-kaduna-road/
 APC stakeholders reject Muslim-Muslim ticket ,Education,Politics,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/just-in-apc-stakeholders-reject-muslim-muslim-ticket/
 Drivers protest high cost of diesel spare parts in Edo ,Power,Transportation,13-6-22,13,6,2022,Positive,0.2,0,https://punchng.com/drivers-protest-high-cost-of-diesel-spare-parts-in-edo/
 Safety of Nigeria collective responsibility says Oyetola's aide ,Health,Education,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/safety-of-nigeria-collective-responsibility-says-oyetolas-aide/
 Osun 2022: Embrace friends enemies Ooni charges Adeleke ,Education,Environment,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/osun-2022-embrace-friends-enemies-ooni-charges-adeleke/
 Owo church attack victims for burial Friday ,Crime,Youth Development,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/owo-church-attack-victims-for-burial-friday/
 Democracy Day: Gombe gov seeks citizens' participation in electoral process ,Politics,Education,13-6-22,13,6,2022,Neutral,0.0,anticipation,https://punchng.com/democracy-day-gombe-gov-seeks-citizens-participation-in-electoral-process/
 We've achieved 90% of campaign promises says Gombe gov ,Environment,Politics,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/weve-achieved-90-of-campaign-promises-says-gombe-gov/
 Security agencies sell human parts of killed South-East youths IPOB alleges ,Health,Youth Development,13-6-22,13,6,2022,Negative,-0.1,0,https://punchng.com/security-agencies-sell-human-parts-of-killed-south-east-youths-ipob-alleges/
 Insecurity: Amotekun should carry firearms says Ogun monarch ,Power,Education,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/insecurity-amotekun-should-carry-firearms-says-ogun-monarch/
 Katsina APC gov candidate urges party members to work as team ,Education,Politics,13-6-22,13,6,2022,Neutral,0.0,anticipation,https://punchng.com/katsina-apc-gov-candidate-urges-party-members-to-work-as-team/
 Offa poly students protest cancellation of exam waiver ,Education,Youth Development,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/offa-poly-students-protest-cancellation-of-exam-waiver/
 Filmmaker Edgard Leroy dies weeks after AMVCA win ,Youth Development,Politics,13-6-22,13,6,2022,Positive,0.8,0,https://punchng.com/filmmaker-edgard-leroy-dies-weeks-after-amvca-win/
 Ekiti 2022: Reject vote-buying lawyer urges electorate ,Politics,Power,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/ekiti-2022-reject-vote-buying-lawyer-urges-electorate/
 Abia govt laments kidnap of prof sets up security situation room ,Education,Environment,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/abia-govt-laments-kidnap-of-prof-sets-up-security-situation-room/
 Mob sets ablaze suspected motorcycle thief in Bauchi ,Crime,Youth Development,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/mob-sets-ablaze-suspected-motorcycle-thief-in-bauchi/
 Moghalu dumps ADC days after losing presidential primary ,Legislative,Power,13-6-22,13,6,2022,Positive,0.4,anger,https://punchng.com/moghalu-dumps-adc-days-after-losing-presidential-primary/
 Ensure justice Lalong charges newly appointed Plateau judges ,Justice,Power,13-6-22,13,6,2022,Positive,0.1,anticipation,https://punchng.com/ensure-justice-lalong-charges-newly-appointed-plateau-judges/
 Play on Emir Sanusi to be staged August in Lagos Abuja ,Education,Entertainment,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/play-on-emir-sanusi-to-be-staged-august-in-lagos-abuja/
 Group tasks northerners on PVC registration ,Education,Environment,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/group-tasks-northerners-on-pvc-registration/
 No faction in AAC Sowore remains standard-bearer - Secretary ,Information and Culture,Legal,13-6-22,13,6,2022,Neutral,0.0,disgust,https://punchng.com/no-faction-in-aac-sowore-remains-standard-bearer-secretary/
 Play on Emir Sanusi to be staged August in Lagos Abuja ,Entertainment,Education,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/play-on-emir-sanusi-to-be-staged-august-in-lagos-abuja/
 Zulum visits community destroyed by terrorists approves reconstruction ,Health,Education,13-6-22,13,6,2022,Neutral,0.0,anticipation,https://punchng.com/zulum-visits-community-destroyed-by-terrorists-approves-reconstruction/
 Imo youths protest defilement death of 14-year-old girl ,Crime,Youth Development,13-6-22,13,6,2022,Neutral,0.0,anger,https://punchng.com/imo-youths-protest-defilement-death-of-14-year-old-girl/
 Group tasks northerners on PVC registration ,Environment,Education,13-6-22,13,6,2022,Neutral,0.0,0,https://punchng.com/group-tasks-northerners-on-pvc-registration/
 Nigeria record biggest win ever thrash Sao Tome 10-0 in AFCON qualifier ,Power,Youth Development,13-6-22,13,6,2022,Positive,0.8,anger,https://punchng.com/breaking-nigeria-record-biggest-win-ever-thrash-sao-tome-10-0-in-afcon-qualifier/
 We're ready for Ekiti gov election INEC IGP say ,Politics,Youth Development,14-6-22,14,6,2022,Positive,0.2,anticipation,https://punchng.com/were-ready-for-ekiti-gov-election-inec-igp-say/
 Suspended Benue Catholic priest not APC member say party members ,Youth Development,Politics,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/suspended-benue-catholic-priest-not-apc-member-say-party-members/
 Kidnap victim raises the alarm on Twitter gives location details ,Youth Development,Crime,14-6-22,14,6,2022,Negative,-0.1,fear,https://punchng.com/kidnap-victim-raises-the-alarm-on-twitter-gives-location-details/
 NSCDC parades Gombe engine oil trader over fake products ,Petroleum Resources,Power,14-6-22,14,6,2022,Negative,-0.5,sadness,https://punchng.com/nscdc-parades-gombe-engine-oil-trader-over-fake-products/
 Ekiti rally: Fayemi introduces Abiodun as ‘Eleyi of Ogun State’ ,Education,Finance,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/ekiti-rally-fayemi-introduces-abiodun-as-eleyi-of-ogun-state/
 Pick northern Christian as running mate groups urge Tinubu ,Power,Youth Development,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/pick-northern-christian-as-running-mate-groups-urge-tinubu/
 Outrage over disappearance of children in Taraba community ,Youth Development,Education,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/outrage-over-disappearance-of-children-in-taraba-community/
 I won’t step down for Lawan Yobe senatorial candidate writes APC ,Politics,Education,14-6-22,14,6,2022,Negative,-0.2,anticipation,https://punchng.com/i-wont-step-down-for-lawan-yobe-senatorial-candidate-writes-apc/
 PDP chair Tambuwal others hold closed-door meeting ,Education,Power,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/pdp-chair-tambuwal-others-hold-closed-door-meeting/
 I've never failed in elections Tinubu boasts in Ekiti ,Politics,Power,14-6-22,14,6,2022,Positive,0.2,0,https://punchng.com/ive-never-failed-in-elections-tinubu-boasts-in-ekiti/
 Colleges of education lecturers begin one-month strike ,Education,Youth Development,14-6-22,14,6,2022,Neutral,0.0,anger,https://punchng.com/colleges-of-education-lecturers-begin-one-month-strike/
 Osinbajo 'won' APC presidential primary - Election committee member ,Legislative,Politics,14-6-22,14,6,2022,Positive,0.4,anticipation,https://punchng.com/osinbajo-won-apc-presidential-primary-election-cttee-member/
 Army reviews conduct of personnel participating in elections ,Politics,Education,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/army-reviews-conduct-of-personnel-participating-in-elections/
 Britney Spears' ex faces felony charges for gatecrashing wedding ,Youth Development,Crime,14-6-22,14,6,2022,Neutral,0.0,sadness,https://punchng.com/britney-spears-ex-faces-felony-charges-for-gatecrashing-wedding/
 2023: Northern Christians warn against Muslim-Muslim ticket ,Politics,Youth Development,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/2023-northern-christians-warn-against-muslim-muslim-ticket/
 Ondo health workers cry out over unpaid salaries ,Health,Education,14-6-22,14,6,2022,Positive,0.2,sadness,https://punchng.com/ondo-health-workers-cry-out-over-unpaid-salaries/
 Drug deal: Abba Kyari's co-defendants bag two-year jail term ,Youth Development,Crime,14-6-22,14,6,2022,Negative,-0.1,anticipation,https://punchng.com/drug-deal-abba-kyaris-co-defendants-bag-two-year-jail-term/
 Singer Portable lover welcome son ,Youth Development,Education,14-6-22,14,6,2022,Positive,0.8,anticipation,https://punchng.com/singer-portable-lover-welcome-son/
 Buhari meets APC govs in Aso Rock ,Politics,Information and Culture,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/buhari-meets-apc-govs-in-aso-rock-2/
 Christians churches now targets of terrorists IPOB warns ,Environment,Youth Development,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/christians-churches-now-targets-of-terrorists-ipob-warns/
 2023: Okowa may emerge Atiku's running mate ,Youth Development,Power,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/2023-okowa-may-emerge-atikus-running-mate/
 SEMA inspects Sokoto community as windstorm destroys houses ,Environment,Health,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/sema-inspects-sokoto-community-as-windstorm-destroys-houses/
 Cleric seeks Orji Kalu's reelection asks contenders to step down ,Power,Politics,14-6-22,14,6,2022,Negative,-0.2,0,https://punchng.com/cleric-seeks-orji-kalus-reelection-asks-contenders-to-step-down/
 Red Cross warns against rise in global heat wave ,Power,Health,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/red-cross-warns-against-rise-in-global-heat-wave/
 Obi Cubana wife mark 14th wedding anniversary ,Youth Development,Education,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/obi-cubana-wife-mark-14th-wedding-anniversary/
 Aggrieved pilgrims allege nepotism in Kogi hajj commission ,Politics,Education,14-6-22,14,6,2022,Neutral,0.0,sadness,https://punchng.com/group-alleges-corruption-nepotism-in-kogi-hajj-commission/
 Marwa commends IGP over NDLEA-police partnership ,Crime,Education,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/marwa-commends-igp-over-ndlea-police-partnership/
 Delta Assembly approves another N25bn loan for Okowa ,Education,Finance,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/delta-assembly-approves-another-n25bn-loan-for-okowa/
 Why I snubbed Liverpool Chelsea to join Real Madrid -Tchouameni ,Sports,Youth Development,14-6-22,14,6,2022,Positive,0.2,anticipation,https://punchng.com/why-i-snubbed-liverpool-chelsea-to-join-real-madrid-tchouameni/
 Ex-Man City captain Kompany appointed as Burnley manager ,Sports,Youth Development,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/ex-man-city-captain-kompany-appointed-as-burnley-manager/
 PDP to announce Atiku’s running mate within 48 hours — Ayu ,Environment,Youth Development,14-6-22,14,6,2022,Neutral,0.0,anticipation,https://punchng.com/pdp-to-announce-atikus-running-mate-within-48-hours-ayu/
 Matic reunites with Mourinho at Roma ,Crime,Youth Development,14-6-22,14,6,2022,Neutral,0.0,0,https://punchng.com/matic-reunites-with-mourinho-at-roma/
 Pick pilgrim commission boss as running mate group tells Tinubu ,Youth Development,Power,15-6-22,15,6,2022,Neutral,0.0,trust,https://punchng.com/pick-pilgrim-commission-boss-as-running-mate-group-tells-tinubu/
 Senate to establish financial aid scheme for students ,Education,Finance,15-6-22,15,6,2022,Neutral,0.0,trust,https://punchng.com/senate-to-establish-financial-aid-scheme-for-students/
 Rights group seeks political economic solutions to Nigeria's problems ,Education,Health,15-6-22,15,6,2022,Positive,0.1,0,https://punchng.com/rights-group-seeks-political-economic-solutions-to-nigerian-problems/
 Some were angry I told delegates I had no money to share - ADC presidential candidate Kachikwu ,Power,Education,15-6-22,15,6,2022,Negative,-0.5,anticipation,https://punchng.com/some-were-angry-i-told-delegates-i-had-no-money-to-share-adc-presidential-aspirant-kachikwu/
 I’ll contest presidential ticket again says Yahaya Bello ,Politics,Youth Development,15-6-22,15,6,2022,Neutral,0.0,0,https://punchng.com/ill-contest-president-again-says-yahaya-bello/
 I'll be inaugurated gov come 2023 Ebonyi Speaker says ,Education,Power,15-6-22,15,6,2022,Neutral,0.0,0,https://punchng.com/ill-be-inaugurated-gov-come-2023-ebonyi-speaker-boasts/
 Train attack: Families seek release of 50 other victims ,Youth Development,Education,15-6-22,15,6,2022,Negative,-0.1,anger,https://punchng.com/train-attack-families-seek-release-of-50-other-victims/
 FG'll increase funding for police - NHRC ,Education,Finance,15-6-22,15,6,2022,Neutral,0.0,anticipation,https://punchng.com/fgll-increase-funding-for-police-nhrc/
 OPL 245: I’ve been vindicated again says ex-AGF Adoke ,Youth Development,Information and Culture,15-6-22,15,6,2022,Neutral,0.0,anticipation,https://punchng.com/opl-245-ive-been-vindicated-again-says-ex-agf-adoke/
 Extend voter registration by two months Reps urge INEC ,Legislative,Youth Development,15-6-22,15,6,2022,Neutral,0.0,0,https://punchng.com/extend-voter-registration-by-two-months-reps-urge-inec/
 Electoral Act: Reps to override Buhari’s veto on statutory delegates ,Legislative,Power,15-6-22,15,6,2022,Neutral,0.0,anger,https://punchng.com/electoral-act-reps-to-override-buharis-veto-on-statutory-delegates/
 Fire destroys 42 shops in Bauchi varsity ,Sports,Health,15-6-22,15,6,2022,Neutral,0.0,0,https://punchng.com/fire-destroys-42-shops-in-bauchi-varsity/
 2023: US Under Secretary to visit Nigeria others ,Education,Youth Development,15-6-22,15,6,2022,Neutral,0.0,anticipation,https://punchng.com/2023-us-under-secretary-to-visit-nigeria-others/
 Police begin manhunt for killers of two men in Aba ,Crime,Youth Development,15-6-22,15,6,2022,Neutral,0.0,0,https://punchng.com/police-begin-manhunt-for-killers-of-two-men-in-aba/
 Social media doesn't surprise me anymore says Burna Boy ,Youth Development,Politics,15-6-22,15,6,2022,Neutral,0.0,fear,https://punchng.com/social-media-doesnt-surprise-me-anymore-says-burna-boy/
 Vote credible leaders Kaduna cleric tells church members ,Education,Politics,15-6-22,15,6,2022,Positive,0.4,anticipation,https://punchng.com/vote-credible-leaders-kaduna-cleric-tells-church-members/
 Gunmen abduct journalist in Abia ,Youth Development,Crime,15-6-22,15,6,2022,Neutral,0.0,anticipation,https://punchng.com/gunmen-abduct-journalist-in-abia/
 Netflix seeks recruits for real-life 'Squid Game' ,Education,Entertainment,15-6-22,15,6,2022,Negative,-0.4,trust,https://punchng.com/netflix-seeks-recruits-for-real-life-squid-game/
 Why I dumped PDP for APC - Olubadan's younger brother Kola Balogun ,Youth Development,Information and Culture,15-6-22,15,6,2022,Neutral,0.0,anticipation,https://punchng.com/why-i-dumped-pdp-for-apc-olubadans-younger-brother-kola-balogun/
 INEC creates additional registration centres in Anambra ,Administrative,Legal,15-6-22,15,6,2022,Neutral,0.0,0,https://punchng.com/inec-creates-additional-registration-centres-in-anambra/
 Ebonyi PDP battles self-inflicted crises 2023 polls success under threat ,Health,Education,15-6-22,15,6,2022,Positive,0.3,anticipation,https://punchng.com/ebonyi-pdp-battles-self-inflicted-crises-2023-polls-success-under-threat/
 Anthony Joshua to change tactics against Usyk ,Legal,Youth Development,15-6-22,15,6,2022,Neutral,0.0,fear,https://punchng.com/anthony-joshua-to-change-tactics-against-usyk/
 Twitter others must delete porn posts within 24 hours – FG ,Politics,Youth Development,15-6-22,15,6,2022,Neutral,0.0,disgust,https://punchng.com/twitter-others-must-delete-porn-posts-within-24-hours-fg/
 Lagos tenant rapes neighbour’s 16-year-old daughter commits suicide ,Youth Development,Crime,15-6-22,15,6,2022,Neutral,0.0,anticipation,https://punchng.com/lagos-tenant-rapes-neighbours-16-year-old-daughter-commits-suicide/
 Lagos Attorney-General accused of filing charges with forged documents Onigbajo denies claim ,Legal,Defense,15-6-22,15,6,2022,Neutral,0.0,anger,https://punchng.com/lagos-attorney-general-accused-of-filing-charges-with-forged-documents-onigbajo-denies-claim/
 Strike: We’re waiting to hear from FG says ASUU ,Youth Development,Power,15-6-22,15,6,2022,Neutral,0.0,0,https://punchng.com/strike-were-waiting-to-hear-from-fg-says-asuu/
 Owo killing: CAN Islamic leaders sign peace pact in Ogun ,Education,Politics,15-6-22,15,6,2022,Neutral,0.0,trust,https://punchng.com/owo-killing-can-islamic-leaders-sign-peace-pact-in-ogun/
 Form your own parties northern group urges MURIC CAN ,Information and Culture,Environment,15-6-22,15,6,2022,Positive,0.6,0,https://punchng.com/form-your-own-parties-northern-group-urges-muric-can/
 Portable calls out Burna Boy for allegedly copying his style ,Environment,Youth Development,15-6-22,15,6,2022,Negative,-0.1,anticipation,https://punchng.com/portable-calls-out-burna-boy-for-allegedly-copying-his-style/
 Defection: Oyo lawmakers move to impeach Makinde's deputy ,Politics,Legislative,15-6-22,15,6,2022,Neutral,0.0,disgust,https://punchng.com/defection-oyo-lawmakers-move-to-impeach-makindes-deputy/
 Osun govt reinstates teacher suspended for 'abusing' Oyetola ,Power,Education,15-6-22,15,6,2022,Neutral,0.0,anticipation,https://punchng.com/just-in-osun-govt-reinstates-teacher-suspended-for-abusing-oyetola/
 VP race: Delta group asks EFCC to probe Okowa ,Politics,Environment,15-6-22,15,6,2022,Neutral,0.0,0,https://punchng.com/vp-race-delta-group-asks-efcc-to-probe-okowa/
 Delta honours gifts tanker driver N2m for averting disaster ,Education,Youth Development,16-6-22,16,6,2022,Neutral,0.0,anger,https://punchng.com/delta-honours-gifts-tanker-driver-n2m-for-averting-disaster/
 Finland expresses interest in Nigeria’s gas deposits ,Petroleum Resources,Environment,16-6-22,16,6,2022,Neutral,0.0,anticipation,https://punchng.com/finland-expresses-interest-in-nigerias-gas-deposits/
 Beyonce announces release date for new album 'Renaissance' ,Youth Development,Information and Culture,16-6-22,16,6,2022,Positive,0.1,0,https://punchng.com/beyonce-announces-release-date-for-new-album-renaissance/
 Obi did not reply Mbaka says aide ,Youth Development,Education,16-6-22,16,6,2022,Neutral,0.0,0,https://punchng.com/obi-did-not-reply-mbaka-says-aide/
 Act on kidnapped Abuja-Kaduna train passengers now Reps urge Buhari ,Youth Development,Education,16-6-22,16,6,2022,Neutral,0.0,0,https://punchng.com/act-on-kidnapped-abuja-kaduna-train-passengers-now-reps-urge-buhari/
 Delta: Police storm cultists' anniversary celebration arrest 51 suspects ,Crime,Power,16-6-22,16,6,2022,Negative,-0.1,sadness,https://punchng.com/delta-police-storm-cultists-anniversary-celebration-arrest-51-suspects/
 Why I stepped down for Tinubu - Amosun ,Power,Information and Culture,16-6-22,16,6,2022,Negative,-0.2,0,https://punchng.com/why-i-stepped-down-for-tinubu-amosun/
 IPOB names alleged kidnappers in South-East ,Information and Culture,Youth Development,16-6-22,16,6,2022,Negative,-0.1,0,https://punchng.com/ipob-names-alleged-kidnappers-in-south-east/
 Absence of judge stalls Osinachi husband’s trial ,Youth Development,Justice,16-6-22,16,6,2022,Negative,-0.0,0,https://punchng.com/absence-of-judge-stalls-osinachi-husbands-trial/
 Police Academy lecturer petitions ICPC accuses professor of certificate forgery ,Education,Politics,16-6-22,16,6,2022,Neutral,0.0,anticipation,https://punchng.com/police-academy-lecturer-petitions-icpc-accuses-professor-of-certificate-forgery/
 We'll rescue Nigeria Okowa says after nomination ,Youth Development,Education,16-6-22,16,6,2022,Neutral,0.0,anticipation,https://punchng.com/well-rescue-nigeria-okowa-says-after-nomination/
 No court nullified gov primary - Ekiti APC ,Legal,Legislative,16-6-22,16,6,2022,Positive,0.4,anger,https://punchng.com/no-court-nullified-gov-primary-ekiti-apc/
 Okowa suitable for president after me says Atiku ,Environment,Education,16-6-22,16,6,2022,Positive,0.6,anticipation,https://punchng.com/okowa-suitable-for-president-after-me-says-atiku/
 Full speech: Why I picked Okowa as my running mate -Atiku ,Power,Youth Development,16-6-22,16,6,2022,Positive,0.3,anticipation,https://punchng.com/full-speech-why-i-picked-okowa-as-my-running-mate-atiku/
 Five things to know about Atiku's running mate Okowa ,Youth Development,Power,16-6-22,16,6,2022,Neutral,0.0,anticipation,https://punchng.com/five-things-to-know-about-atikus-running-mate-okowa/
 Police arrest four suspects over Benue attacks ,Crime,Defense,16-6-22,16,6,2022,Negative,-0.1,sadness,https://punchng.com/police-arrest-four-suspects-over-benue-attacks/
 De Sciglio extends Juventus contract until 2025 ,Sports,Power,16-6-22,16,6,2022,Neutral,0.0,0,https://punchng.com/de-sciglio-extends-juventus-contract-until-2025/
 Atiku announces Okowa as running mate ,Youth Development,Health,16-6-22,16,6,2022,Neutral,0.0,anticipation,https://punchng.com/breaking-atiku-announces-okowa-as-running-mate/
 ASUU strike: Pass no-confidence vote in Buhari HURIWA tells NASS ,Power,Education,16-6-22,16,6,2022,Neutral,0.0,anger,https://punchng.com/asuu-strike-pass-no-confidence-vote-in-buhari-huriwa-tells-nass/
 Okowa arrives PDP headquarters for screening ,Information and Culture,Environment,16-6-22,16,6,2022,Neutral,0.0,0,https://punchng.com/just-in-okowa-arrives-pdp-headquarters-for-screening/
 Okowa favourite to emerge Atiku's running mate ,Youth Development,Power,16-6-22,16,6,2022,Neutral,0.0,anticipation,https://punchng.com/just-in-okowa-favourite-to-emerge-atikus-running-mate/
 Govs renew rivalry fresh hands offer hope as Ekiti holds gov poll ,Power,Politics,16-6-22,16,6,2022,Positive,0.3,anticipation,https://punchng.com/govs-renew-rivalry-fresh-hands-offer-hope-as-ekiti-holds-gov-poll/
 Insecurity: Zamfara govt may shut down telecom services again ,Education,Power,16-6-22,16,6,2022,Negative,-0.2,0,https://punchng.com/insecurity-zamfara-govt-may-shut-down-telecom-services-again/
 Fury demands £500m to fight Anthony Joshua ,Power,Youth Development,16-6-22,16,6,2022,Neutral,0.0,anger,https://punchng.com/fury-demands-500m-to-fight-anthony-joshua/
 Muslim-Muslim ticket: So much ado ,Politics,Education,16-6-22,16,6,2022,Positive,0.2,0,https://punchng.com/muslim-muslim-ticket-so-much-ado/
 Nigerians knock Mbaka over 'stingy man' comments on Peter Obi ,Youth Development,Power,16-6-22,16,6,2022,Neutral,0.0,0,https://punchng.com/nigerians-knock-mbaka-over-stingy-man-comments-on-peter-obi/
 We’ll deal with those profiting from Nigeria’s insecurity –Buhari ,Crime,Information and Culture,16-6-22,16,6,2022,Neutral,0.0,anticipation,https://punchng.com/well-deal-with-those-profiting-from-nigerias-insecurity-buhari/
 Customs seize goods worth N38.5m in Katsina ,Information and Culture,Education,16-6-22,16,6,2022,Positive,0.3,anticipation,https://punchng.com/customs-seize-goods-worth-n38-5m-in-katsina/
 Police kill four bandits arrest female gunrunner in Kaduna ,Youth Development,Crime,16-6-22,16,6,2022,Negative,-0.0,sadness,https://punchng.com/police-kill-four-bandits-arrest-female-gunrunner-in-kaduna/
 Tinubu takes over Buhari’s Abuja campaign office ,Politics,Education,16-6-22,16,6,2022,Neutral,0.0,0,https://punchng.com/tinubu-takes-over-buharis-abuja-campaign-office/
 Military declares war on political thugs warns politicians against violence ,Crime,Politics,16-6-22,16,6,2022,Negative,-0.1,fear,https://punchng.com/military-declares-war-on-political-thugs-warns-politicians-against-violence/
 Anambra police arrest suspect over toddler's murder ,Youth Development,Crime,16-6-22,16,6,2022,Negative,-0.1,fear,https://punchng.com/anambra-police-arrest-suspect-over-toddlers-murder/
 Ekiti 2022: Adhere strictly to electoral laws Segun Oni urges parties ,Politics,Legal,17-6-22,17,6,2022,Neutral,0.0,0,https://punchng.com/ekiti-2022-adhere-strictly-to-electoral-laws-segun-oni-urges-parties/
 Ekiti 2022: NSCDC launches toll-free line moves to curb electoral violence ,Power,Youth Development,17-6-22,17,6,2022,Neutral,0.0,anger,https://punchng.com/ekiti-2022-nscdc-launches-toll-free-line-moves-to-curb-electoral-violence/
 Ekiti 2022: NYSC DG seeks adequate security of corps members ,Health,Education,17-6-22,17,6,2022,Positive,0.3,0,https://punchng.com/ekiti-2022-nysc-dg-seeks-adequate-security-of-corps-members/
